name,gender,embedding_movie_1,embedding_movie_2,embedding_movie_3
Grant Feely,2,"[24.01, 6.798, 2022, 0, 0]","[2817.844, 8.1, 2023, 20000000, 260450582]","[74.26, 7.174, 0, 0, 0]"
Sharon Small,1,"[14.048, 6.656, 2002, 27000000, 129000000]","[9.043, 7.0, 2004, 0, 1656829]","[65.288, 7.292, 0, 0, 0]"
Martin Kove,2,"[34.489, 7.18, 1984, 8000000, 130442786]","[74.508, 6.625, 1985, 44000000, 300400432]","[201.728, 8.217, 0, 0, 0]"
Garret Dillahunt,2,"[46.84, 7.936, 2007, 25000000, 171627166]","[43.539, 6.878, 2012, 30000000, 47042000]","[32.5, 7.945, 2013, 20000000, 187000000]"
Jesse Williams,2,"[38.801, 6.606, 2012, 30000000, 71041255]","[26.869, 6.318, 2023, 0, 0]","[948.659, 8.251, 0, 0, 0]"
Jeffrey Donovan,2,"[18.768, 7.598, 2008, 55000000, 113398237]","[53.809, 7.391, 2015, 30000000, 84872444]","[48.392, 6.9, 2018, 35000000, 75836683]"
Christina Applegate,1,"[20.172, 6.72, 2004, 26000000, 90574188]","[44.219, 6.3, 2015, 31000000, 104384188]","[21.997, 6.498, 2016, 20000000, 183936074]"
Olivia Munn,1,"[17.443, 6.221, 2014, 30000000, 87937815]","[69.023, 6.512, 2016, 178000000, 543934787]","[21.001, 5.658, 2016, 45000000, 114501299]"
Jake Short,2,"[11.268, 5.836, 2009, 40000000, 28972508]","[25.498, 6.713, 2022, 0, 0]","[46.046, 7.309, 0, 0, 0]"
Luciane Buchanan,1,"[47.838, 5.2, 2023, 0, 0]","[90.741, 7.895, 0, 0, 0]","[32.644, 7.149, 0, 0, 0]"
Vanessa Ray,1,"[15.433, 7.418, 2013, 0, 4069826]","[3.403, 5.622, 2017, 0, 0]","[379.881, 7.749, 0, 0, 0]"
Genevieve O'Reilly,1,"[48.16, 7.413, 2005, 113000000, 850000000]","[36.053, 7.49, 2016, 200000000, 1056057273]","[14.667, 6.803, 2021, 0, 17424378]"
Virginia Madsen,1,"[24.626, 6.609, 1992, 6000000, 25792310]","[19.802, 6.407, 2007, 30000000, 77566815]","[19.204, 6.2, 2009, 10000000, 77527732]"
Samuel West,2,"[27.434, 7.262, 1999, 42000000, 363889678]","[47.038, 6.327, 2004, 160000000, 300257475]","[32.352, 7.35, 2017, 30000000, 150847207]"
Greg Kinnear,2,"[14.771, 7.68, 2006, 8000000, 100523181]","[14.943, 7.241, 2010, 20000000, 89137047]","[22.313, 7.389, 2013, 0, 81071]"
David Hasselhoff,2,"[30.44, 6.273, 2006, 82500000, 240685326]","[80.772, 7.622, 2017, 200000000, 863756051]","[210.863, 7.531, 0, 0, 0]"
Lisa Eilbacher,1,"[23.686, 7.012, 1982, 7500000, 129795554]","[15.018, 6.2, 1983, 4520000, 7175592]","[21.516, 7.185, 1984, 14000000, 316360478]"
Geoffrey Rush,2,"[122.016, 7.796, 2003, 140000000, 655011224]","[118.842, 6.538, 2011, 379000000, 1045713802]","[17.615, 7.487, 2013, 0, 76586316]"
Tika Sumpter,1,"[19.572, 6.246, 2014, 25000000, 153997819]","[79.03, 7.3, 2020, 85000000, 319715683]","[190.928, 7.554, 2022, 110000000, 405421518]"
Harry Lennix,2,"[46.779, 7.041, 2003, 150000000, 738599701]","[42.726, 6.714, 2003, 150000000, 424988211]","[53.736, 6.616, 2013, 225000000, 668045518]"
Vernee Watson-Johnson,1,"[29.48, 7.493, 1993, 6000000, 5617391]","[13.161, 6.546, 2000, 65000000, 110317580]","[35.175, 5.552, 2006, 60000000, 141702264]"
Rob Schneider,2,"[37.799, 5.951, 1999, 17000000, 65535067]","[30.534, 6.354, 2002, 0, 54639553]","[38.714, 6.851, 2004, 75000000, 196482882]"
Frank Langella,2,"[25.002, 6.457, 1999, 38000000, 58401898]","[34.316, 5.744, 2006, 270000000, 391081192]","[12.205, 6.919, 2012, 2500000, 3325038]"
Sarah Jones,1,"[17.691, 7.375, 2020, 0, 0]","[38.646, 6.329, 0, 0, 0]","[388.591, 7.719, 0, 0, 0]"
Maggie Siff,1,"[30.634, 5.9, 2016, 38000000, 109906372]","[225.337, 7.736, 0, 0, 0]","[206.11, 8.443, 0, 0, 0]"
Antonia Thomas,1,"[23.265, 5.661, 2015, 20000000, 0]","[554.826, 8.502, 0, 0, 0]","[67.064, 7.631, 0, 0, 0]"
Regina Taylor,1,"[20.504, 6.465, 1996, 46000000, 100860818]","[19.251, 7.068, 1998, 50000000, 44547681]","[81.288, 7.315, 0, 10000000, 21486757]"
Wagner Moura,2,"[30.905, 8.063, 2007, 4000000, 14759148]","[25.621, 7.819, 2010, 0, 63027681]","[81.58, 8.009, 0, 0, 0]"
Matt Riedy,2,"[11.319, 5.979, 2013, 500000, 410129]","[66.458, 7.305, 2014, 50000000, 83719388]","[48.651, 7.218, 2022, 90000000, 20000000]"
Billy Magnussen,2,"[21.159, 7.226, 2015, 40000000, 165478348]","[27.297, 6.853, 2018, 37000000, 117501013]","[55.201, 7.113, 2019, 183000000, 1054304000]"
Kiersey Clemons,1,"[24.801, 7.232, 2019, 0, 0]","[123.221, 8.2, 2021, 70000000, 0]","[422.037, 6.848, 2023, 300000000, 268375616]"
Con O'Neill,2,"[152.064, 7.699, 2022, 185000000, 770945583]","[90.177, 8.654, 0, 1, 0]","[18.874, 7.357, 0, 1073000, 3064000]"
Joanna Lumley,1,"[155.183, 7.542, 2005, 40000000, 118133252]","[109.107, 8.035, 2013, 100000000, 392000000]","[141.627, 7.917, 2016, 20000000, 207945075]"
Glen Powell,2,"[53.535, 8.058, 2016, 25000000, 235956898]","[19.418, 6.952, 2018, 0, 0]","[164.994, 8.25, 2022, 170000000, 1488732821]"
Gong Li,1,"[24.332, 7.673, 2005, 85000000, 162242962]","[5.317, 6.238, 2007, 50000000, 82169884]","[54.544, 6.9, 2020, 200000000, 69965374]"
Lashana Lynch,1,"[157.627, 6.84, 2019, 152000000, 1131416446]","[71.213, 7.399, 2021, 250000000, 774153007]","[101.478, 7.732, 2022, 50000000, 97250903]"
Cybill Shepherd,1,"[16.17, 7.624, 1971, 1300000, 29133000]","[57.388, 8.154, 1976, 1900000, 28600000]","[69.885, 7.455, 0, 0, 0]"
Mary McDonnell,1,"[32.658, 7.846, 1990, 22000000, 424208848]","[49.32, 6.87, 1996, 75000000, 817400891]","[44.332, 7.782, 2001, 6000000, 7500000]"
Hilary Swank,1,"[25.981, 7.956, 2004, 30000000, 216763646]","[20.621, 7.913, 2007, 21000000, 43095175]","[16.746, 7.193, 2007, 30000000, 156835339]"
Kerry O'Malley,1,"[24.38, 6.288, 2009, 27000000, 29000000]","[46.216, 5.763, 2014, 6500000, 257047661]","[93.646, 5.925, 2015, 155000000, 440603537]"
Carrie Coon,1,"[87.603, 7.892, 2014, 61000000, 369330363]","[245.012, 8.252, 2018, 300000000, 2052415039]","[86.354, 7.434, 2021, 75000000, 191000000]"
Lochlyn Munro,2,"[104.877, 6.346, 2000, 19000000, 278019771]","[97.445, 6.921, 2004, 37000000, 113086475]","[152.374, 8.318, 0, 0, 0]"
Jorge Garcia,2,"[29.203, 6.49, 2015, 23000000, 79799880]","[6.772, 6.758, 2020, 0, 0]","[218.8, 7.963, 0, 0, 0]"
Eliza Coupe,1,"[18.772, 6.504, 2011, 20000000, 30426096]","[229.669, 8.031, 0, 0, 0]","[73.744, 7.174, 0, 0, 0]"
James Cromwell,2,"[70.64, 8.508, 1999, 60000000, 286801374]","[91.102, 7.695, 2002, 80000000, 122563539]","[46.994, 6.941, 2004, 120000000, 347234916]"
Christine Woods,1,"[13.112, 6.548, 2017, 0, 0]","[8.418, 6.988, 2019, 0, 0]","[48.732, 8.55, 0, 0, 0]"
Adelaide Kane,1,"[57.116, 6.258, 2013, 3000000, 89328627]","[21.803, 4.106, 2021, 20000000, 349757]","[70.661, 8.044, 0, 0, 0]"
James Rebhorn,2,"[26.817, 7.768, 1992, 31000000, 134095253]","[29.203, 7.562, 1997, 50000000, 109423648]","[96.816, 6.983, 2011, 110000000, 299268508]"
Ron Funches,2,"[93.742, 6.663, 2016, 125000000, 346900000]","[19.052, 6.847, 2019, 5000000, 9341824]","[114.205, 7.336, 2020, 90000000, 49300000]"
Bruce Campbell,2,"[51.157, 7.304, 1981, 350000, 29612367]","[36.993, 7.556, 1987, 3500000, 10900000]","[27.094, 7.263, 1992, 11000000, 21502976]"
Lee Majors,2,"[122.886, 7.275, 0, 0, 0]","[67.054, 7.681, 0, 0, 0]","[73.565, 7.621, 0, 0, 0]"
Lonette McKee,1,"[12.242, 6.556, 1985, 20000000, 45833132]","[24.155, 7.543, 1992, 34000000, 48169908]","[17.554, 6.308, 2003, 18000000, 62646763]"
Robert Longstreet,2,"[17.232, 5.98, 2014, 4000000, 2665322]","[73.167, 6.899, 2018, 160000000, 1148528393]","[32.577, 7.159, 2019, 45000000, 72381712]"
Adam Baldwin,2,"[39.967, 8.136, 1987, 30000000, 46357676]","[49.32, 6.87, 1996, 75000000, 817400891]","[23.995, 6.712, 2007, 3500000, 0]"
David Hayman,2,"[64.138, 7.851, 2008, 12500000, 20416563]","[17.93, 6.462, 2015, 15000000, 16322067]","[35.54, 7.893, 0, 0, 0]"
Dayton Callie,2,"[13.752, 6.397, 2018, 0, 2534122]","[414.786, 7.7, 0, 0, 0]","[206.11, 8.443, 0, 0, 0]"
David Dastmalchian,2,"[127.121, 8.513, 2008, 185000000, 1004558444]","[56.197, 7.082, 2015, 130000000, 519311965]","[40.637, 6.95, 2018, 140000000, 622674139]"
Richard Wilson,2,"[15.484, 6.333, 1997, 20000000, 13801755]","[27.763, 5.862, 2011, 36000000, 189712432]","[140.89, 7.811, 0, 0, 0]"
Felicity Huffman,1,"[8.607, 7.04, 2005, 1000000, 13350369]","[12.845, 5.962, 2007, 20000000, 25000167]","[273.317, 7.933, 0, 80000000, 516642939]"
Frances Conroy,1,"[28.821, 4.587, 2004, 100000000, 82102379]","[27.206, 7.229, 2004, 110000000, 213700000]","[86.551, 8.165, 2019, 55000000, 1074458282]"
Susan Lucci,1,"[4.14, 4.7, 1984, 0, 0]","[63.136, 6.512, 2015, 60000000, 101134059]","[38.895, 7.033, 0, 0, 0]"
Nadine Velazquez,1,"[27.927, 6.82, 2012, 31000000, 161772375]","[19.659, 6.087, 2013, 35000000, 42930462]","[96.168, 7.716, 0, 0, 0]"
Seann William Scott,2,"[68.273, 6.692, 2006, 80000000, 660998756]","[22.627, 6.491, 2008, 28000000, 92380927]","[60.643, 6.362, 2012, 95000000, 877244782]"
Louis C.K.,2,"[14.952, 6.999, 2013, 18000000, 99206215]","[22.165, 6.853, 2013, 40000000, 251171807]","[15.415, 6.268, 2016, 75000000, 875457937]"
Sarah Dugdale,1,"[15.321, 7.069, 2018, 0, 0]","[20.81, 6.142, 2019, 0, 0]","[17.234, 5.414, 2021, 0, 0]"
Ron Silver,2,"[18.867, 6.562, 1982, 9000000, 13277558]","[17.423, 5.994, 1994, 27000000, 101646581]","[13.943, 6.765, 2001, 107000000, 87713825]"
Robert Shaw,2,"[33.812, 7.075, 1963, 2500000, 78900000]","[20.642, 8.017, 1973, 5500000, 159616327]","[56.457, 7.661, 1975, 7000000, 470653000]"
Michiel Huisman,2,"[101.856, 7.5, 2015, 25000000, 65663276]","[18.191, 5.961, 2017, 0, 3945729]","[83.182, 8.124, 0, 1000000, 0]"
Doug Savant,2,"[32.934, 6.179, 1985, 1200000, 80000000]","[33.165, 5.605, 1998, 130000000, 379014294]","[273.317, 7.933, 0, 80000000, 516642939]"
Eric Stonestreet,2,"[19.251, 5.583, 2011, 20000000, 216197492]","[15.415, 6.268, 2016, 75000000, 875457937]","[47.188, 6.967, 2019, 80000000, 429434163]"
Luke Edwards,2,"[11.415, 5.989, 1989, 6000000, 14278900]","[39.92, 6.226, 2001, 30000000, 287553595]","[52.451, 6.111, 2003, 17000000, 63102666]"
Emily Watson,1,"[155.183, 7.542, 2005, 40000000, 118133252]","[26.812, 7.858, 2014, 15000000, 123726688]","[90.177, 8.654, 0, 1, 0]"
Anna Madeley,1,"[17.232, 7.483, 2008, 15000000, 34533783]","[32.083, 6.077, 2018, 120000000, 59522646]","[27.553, 8.001, 0, 0, 0]"
Shaun Dooley,2,"[25.301, 6.805, 2008, 12850990, 3984669]","[16.714, 6.123, 2012, 17000000, 127730736]","[67.064, 7.631, 0, 0, 0]"
Emily VanCamp,1,"[41.798, 7.669, 2014, 170000000, 714766572]","[98.418, 7.442, 2016, 250000000, 1155046416]","[134.243, 7.686, 0, 0, 0]"
Lady Gaga,1,"[9.413, 7.463, 2017, 0, 0]","[36.084, 7.502, 2018, 36000000, 433888866]","[32.373, 6.628, 2021, 75000000, 153235995]"
Michael Rapaport,2,"[28.897, 7.542, 1993, 12500000, 12600000]","[19.06, 5.96, 2000, 82000000, 96085477]","[30.467, 6.601, 2013, 43000000, 158674180]"
Luke Macfarlane,2,"[16.148, 6.455, 2021, 0, 0]","[23.363, 6.906, 2022, 22000000, 14800000]","[96.019, 6.855, 0, 0, 0]"
Colin Lawrence,2,"[1.931, 7.03, 2003, 110000000, 407711549]","[26.946, 5.777, 2005, 100000000, 333535934]","[83.497, 6.492, 2017, 55000000, 378827494]"
Justin Bruening,2,"[7.775, 5.815, 2018, 0, 0]","[7.163, 6.958, 2018, 0, 0]","[86.675, 7.435, 0, 30000000, 45554533]"
Michael Landon,2,"[118.732, 7.278, 0, 12500000, 0]","[136.493, 7.6, 0, 15000000, 20271129]","[115.219, 7.939, 0, 1000000, 46243000]"
Jacob Tremblay,2,"[23.836, 8.03, 2015, 13000000, 35401758]","[40.453, 8.152, 2017, 20000000, 305937718]","[102.277, 7.9, 2021, 200000000, 49750471]"
Paul Butcher,2,"[35.77, 6.548, 2006, 80000000, 343397247]","[19.802, 6.407, 2007, 30000000, 77566815]","[94.964, 8.166, 0, 0, 0]"
Rob Lowe,2,"[16.911, 6.695, 1992, 20000000, 183097323]","[58.433, 5.41, 2014, 40000000, 126069509]","[234.384, 8.058, 0, 0, 0]"
Bernie Kopell,2,"[8.083, 5.608, 2005, 6000000, 0]","[19.096, 6.176, 2008, 80000000, 230685453]","[284.259, 6.274, 0, 0, 0]"
Donna Mills,1,"[10.814, 6.59, 1971, 725000, 10600000]","[63.136, 6.512, 2015, 60000000, 101134059]","[49.168, 6.892, 2022, 68000000, 170823080]"
Josh Stamberg,2,"[21.387, 6.224, 2002, 80000000, 123729176]","[25.559, 7.28, 2007, 10000000, 91354215]","[89.481, 5.825, 2010, 26000000, 67918658]"
Kevin Zegers,2,"[16.942, 6.492, 2006, 15500000, 7385434]","[20.723, 5.396, 2013, 16000000, 0]","[35.259, 6.4, 2013, 60000000, 95396573]"
Danica McKellar,1,"[22.29, 7.1, 2010, 0, 0]","[10.301, 6.948, 2015, 0, 0]","[213.343, 8.459, 0, 15000000, 76196538]"
Madeleine Martin,1,"[68.273, 6.692, 2006, 80000000, 660998756]","[185.08, 7.656, 0, 0, 0]","[136.737, 9.203, 0, 0, 0]"
Sarah Clarke,1,"[106.998, 6.288, 2008, 37000000, 393616788]","[81.712, 6.212, 2010, 68000000, 698491347]","[85.959, 6.203, 2011, 110000000, 712171856]"
Michael B. Jordan,2,"[56.793, 7.415, 2015, 37000000, 173567581]","[61.994, 7.388, 2018, 200000000, 1349926083]","[60.333, 7.02, 2018, 50000000, 214215889]"
Jon Hamm,2,"[37.59, 6.397, 2015, 74000000, 1156730962]","[53.906, 7.45, 2017, 34000000, 226945087]","[164.994, 8.25, 2022, 170000000, 1488732821]"
Wil Wheaton,2,"[31.134, 7.853, 1986, 8000000, 52287414]","[13.863, 6.38, 1991, 0, 15073942]","[18.038, 5.635, 1997, 80000000, 177977226]"
Sissy Spacek,1,"[45.493, 7.29, 1976, 1800000, 25878153]","[13.679, 7.725, 1999, 10000000, 6203044]","[59.509, 8.201, 2011, 25000000, 216639112]"
Jodelle Ferland,1,"[45.71, 6.547, 2006, 50000000, 100605135]","[24.38, 6.288, 2009, 27000000, 29000000]","[42.116, 6.972, 2012, 60000000, 107139399]"
Megan Boone,1,"[21.631, 5.515, 2009, 15000000, 102836002]","[29.234, 6.918, 2012, 33000000, 140470746]","[580.092, 7.617, 0, 0, 0]"
Carl Weathers,2,"[69.227, 7.788, 1976, 1000000, 225250402]","[51.212, 7.075, 1985, 31000000, 300473716]","[87.388, 7.509, 1987, 15000000, 98267558]"
Johnny Messner,2,"[42.854, 6.843, 2003, 75000000, 86500000]","[33.916, 5.422, 2004, 20000000, 70992898]","[217.606, 7.257, 2014, 55000000, 192330738]"
John Vernon,2,"[21.195, 7.459, 1971, 4000000, 35976000]","[23.713, 6.997, 1978, 2700000, 141000000]","[22.095, 6.436, 1988, 1800000, 43625095]"
Jarred Harper,2,"[2.227, 5.2, 2022, 0, 0]","[61.609, 7.821, 0, 20000, 0]","[15.896, 7.5, 0, 0, 0]"
Sally Field,1,"[31.403, 7.188, 1993, 25000000, 441286195]","[98.321, 8.476, 1994, 55000000, 677387716]","[90.379, 6.693, 2012, 215000000, 757930663]"
James Woods,2,"[17.088, 7.287, 1983, 5952000, 2120439]","[45.228, 8.427, 1984, 30000000, 5500000]","[95.189, 7.501, 1997, 85000000, 252712101]"
Devon Aoki,1,"[9.559, 6.487, 2003, 76000000, 236350661]","[32.342, 7.448, 2005, 40000000, 158733820]","[43.254, 6.297, 2007, 25000000, 40452643]"
Paula Patton,1,"[25.968, 6.852, 2006, 75000000, 180557550]","[77.884, 7.073, 2011, 145000000, 694713380]","[59.368, 6.365, 2016, 160000000, 433677183]"
Lucas Black,2,"[18.061, 6.46, 2006, 85000000, 158964610]","[89.481, 5.825, 2010, 26000000, 67918658]","[96.286, 7.237, 2015, 190000000, 1515341399]"
Jason Segel,2,"[22.219, 6.484, 2008, 30000000, 105173115]","[66.161, 7.23, 2010, 69000000, 533679475]","[19.251, 5.583, 2011, 20000000, 216197492]"
Finn Wolfhard,2,"[103.888, 7.243, 2017, 40000000, 701800000]","[86.354, 7.434, 2021, 75000000, 191000000]","[351.542, 8.624, 0, 0, 0]"
Dominique McElligott,1,"[22.622, 7.57, 2009, 5000000, 9760104]","[25.105, 6.887, 2010, 19000000, 32686500]","[401.217, 8.47, 0, 1000, 0]"
Christina Chang,1,"[32.199, 6.609, 2007, 110000000, 383531464]","[554.826, 8.502, 0, 0, 0]","[33.331, 7.059, 0, 0, 0]"
Peter Dinklage,2,"[53.013, 5.718, 2015, 88000000, 244874809]","[245.012, 8.252, 2018, 300000000, 2052415039]","[680.163, 8.442, 0, 0, 0]"
Tom Pelphrey,2,"[16.26, 6.733, 2020, 25000000, 122252]","[44.462, 6.524, 0, 10000000, 0]","[120.463, 8.234, 0, 0, 0]"
William Atherton,2,"[48.575, 7.47, 1984, 30000000, 296187079]","[55.465, 7.777, 1988, 28000000, 140767956]","[33.292, 6.928, 1990, 70000000, 240031094]"
Wunmi Mosaku,1,"[68.803, 7.3, 2016, 180000000, 809342332]","[18.927, 6.448, 2020, 0, 0]","[3345.313, 8.175, 0, 0, 0]"
Fan Bingbing,1,"[61.389, 7.525, 2014, 250000000, 747862775]","[23.819, 5.678, 2016, 32000000, 58500000]","[42.738, 6.131, 2022, 75000000, 55700000]"
Donald Glover,2,"[55.049, 7.681, 2015, 108000000, 630600000]","[93.92, 7.343, 2017, 175000000, 880166924]","[38.666, 6.564, 2018, 250000000, 392952373]"
Jennifer Holland,1,"[115.406, 7.554, 2021, 185000000, 168717425]","[197.207, 6.998, 2022, 200000000, 393252111]","[152.374, 8.318, 0, 0, 0]"
Reggie Lee,2,"[105.083, 7.347, 2006, 200000000, 1065659812]","[78.615, 7.777, 2012, 250000000, 1081041287]","[307.25, 8.285, 0, 0, 0]"
Sheila Kelley,1,"[14.039, 6.347, 1992, 0, 18472850]","[11.891, 6.99, 2003, 62000000, 65565672]","[21.542, 6.639, 2014, 5000000, 2700051]"
Iwan Rheon,2,"[14.543, 7.491, 2019, 0, 0]","[680.163, 8.442, 0, 0, 0]","[67.064, 7.631, 0, 0, 0]"
Tommy Flanagan,2,"[78.587, 8.21, 2000, 103000000, 465361176]","[33.03, 5.896, 2004, 70000000, 177427090]","[80.772, 7.622, 2017, 200000000, 863756051]"
Jennifer Jason Leigh,1,"[22.466, 7.522, 2004, 5000000, 8203235]","[34.867, 7.747, 2015, 44000000, 155760117]","[39.382, 6.402, 2018, 40000000, 43070915]"
Alba Baptista,1,"[14.352, 7.379, 2020, 0, 0]","[18.709, 7.2, 2022, 0, 10370305]","[57.217, 8.1, 0, 0, 0]"
Kevin Alejandro,2,"[579.267, 8.484, 0, 0, 0]","[100.37, 8.743, 0, 0, 0]","[23.591, 6.679, 0, 0, 0]"
Katharine Ross,1,"[30.934, 7.649, 1967, 3000000, 104945305]","[24.626, 7.602, 1969, 6000000, 102308889]","[44.332, 7.782, 2001, 6000000, 7500000]"
Bruce Davison,2,"[1.942, 6.998, 2000, 75000000, 296339527]","[1.931, 7.03, 2003, 110000000, 407711549]","[16.355, 5.433, 2013, 1500000, 1165882]"
Molly Price,1,"[7.195, 6.839, 1999, 0, 0]","[15.325, 5.31, 2010, 120000000, 48668907]","[89.125, 7.884, 0, 4000000, 31584901]"
Emily Osment,1,"[23.901, 6.607, 2009, 35000000, 155545279]","[6.207, 6.111, 2011, 0, 0]","[144.4, 7.212, 0, 0, 0]"
Walton Goggins,2,"[61.716, 8.173, 2012, 100000000, 425368238]","[34.867, 7.747, 2015, 44000000, 155760117]","[40.637, 6.95, 2018, 140000000, 622674139]"
Vanessa Lengies,1,"[9.711, 6.828, 2006, 0, 0]","[36.053, 7.49, 2016, 200000000, 1056057273]","[11.976, 7.541, 0, 50000000, 73956241]"
Danny Nucci,2,"[34.425, 7.107, 1996, 75000000, 335062621]","[139.51, 7.899, 1997, 200000000, 2264162353]","[17.708, 6.1, 2006, 65000000, 163247198]"
Patrick Swayze,2,"[32.129, 7.344, 1987, 6000000, 214577242]","[41.922, 7.2, 1990, 22000000, 505000000]","[33.5, 7.137, 1991, 24000000, 83531958]"
James Callis,2,"[24.46, 6.742, 2001, 25000000, 281929795]","[16.844, 6.417, 2016, 35000000, 211952420]","[69.658, 8.259, 0, 0, 0]"
Chad Lindberg,2,"[9.515, 6.967, 2001, 38000000, 207283925]","[43.714, 7.576, 2003, 140000000, 456758981]","[46.141, 6.498, 2010, 2000000, 572809]"
Dominic West,2,"[51.906, 7.176, 2007, 65000000, 456082343]","[38.713, 6.355, 2018, 94000000, 274650803]","[132.308, 8.542, 0, 0, 0]"
Jeff Fahey,2,"[14.389, 5.5, 1992, 10000000, 32100816]","[21.212, 6.657, 2007, 0, 0]","[58.791, 7.223, 2019, 170000000, 404980543]"
Kat Foster,1,"[7.949, 4.727, 2016, 0, 0]","[75.545, 6.346, 2023, 0, 0]","[21.54, 6.574, 0, 0, 0]"
Diana Lee Inosanto,1,"[11.801, 7.713, 2012, 0, 0]","[219.341, 7.753, 0, 0, 0]","[181.144, 8.463, 0, 0, 0]"
Djimon Hounsou,2,"[36.814, 7.534, 2006, 100000000, 171720398]","[43.078, 7.9, 2014, 170000000, 772776600]","[157.627, 6.84, 2019, 152000000, 1131416446]"
Liam McIntyre,2,"[22.143, 4.776, 2014, 70000000, 61279452]","[110.22, 6.26, 2017, 15000000, 0]","[209.045, 7.991, 0, 2800000, 0]"
Mike Myers,2,"[150.608, 7.732, 2001, 60000000, 487853320]","[133.356, 7.253, 2004, 150000000, 928760770]","[100.522, 6.289, 2007, 160000000, 813367380]"
Candice Bergen,1,"[16.354, 7.543, 1982, 22000000, 77737889]","[25.756, 6.525, 2000, 45000000, 212000000]","[31.335, 6.238, 2009, 30000000, 115375850]"
Alisha Boe,1,"[24.069, 5.407, 2012, 5000000, 142802657]","[25.249, 6.382, 2022, 0, 0]","[91.733, 7.647, 0, 0, 0]"
Anson Mount,2,"[24.505, 6.811, 2014, 50000000, 222809600]","[153.681, 7.347, 2022, 200000000, 955775804]","[44.946, 6.036, 0, 0, 0]"
Michael Rady,2,"[10.546, 6.479, 2005, 25000000, 39053061]","[12.637, 6.246, 2008, 27000000, 44352417]","[62.438, 8.171, 0, 0, 0]"
Franco Nero,2,"[25.907, 7.207, 1966, 0, 17277]","[61.716, 8.173, 2012, 100000000, 425368238]","[105.031, 7.323, 2017, 40000000, 171539887]"
Temuera Morrison,2,"[25.422, 7.569, 2016, 150000000, 690860472]","[73.167, 6.899, 2018, 160000000, 1148528393]","[106.639, 7.69, 0, 0, 0]"
Poorna Jagannathan,1,"[20.699, 5.513, 2017, 18000000, 40651864]","[30.451, 6.201, 2018, 35000000, 66308758]","[117.682, 8.2, 0, 0, 0]"
Emory Cohen,2,"[24.841, 6.966, 2013, 15000000, 47135966]","[19.537, 7.313, 2015, 11000000, 62076141]","[36.058, 6.934, 2017, 0, 0]"
Kyle MacLachlan,2,"[42.724, 6.201, 1984, 40000000, 30925690]","[21.612, 7.629, 1986, 6000000, 8618766]","[327.408, 7.92, 2015, 175000000, 857611174]"
Karolina Wydra,1,"[43.461, 7.257, 2011, 50000000, 145079584]","[27.871, 6.262, 2013, 125687, 0]","[16.651, 5.966, 2019, 0, 0]"
Burt Young,2,"[69.227, 7.788, 1976, 1000000, 225250402]","[51.212, 7.075, 1985, 31000000, 300473716]","[40.956, 6.854, 2006, 24000000, 155929020]"
Michael Parks,2,"[43.288, 7.97, 2003, 30000000, 180906076]","[34.399, 7.877, 2004, 30000000, 152159461]","[11.472, 6.055, 2011, 4000000, 1104682]"
Natalie Martinez,1,"[41.933, 6.251, 2008, 45000000, 76014335]","[22.089, 7.33, 2012, 7000000, 48126384]","[21.93, 6.409, 2015, 26000000, 31807156]"
Hilary Duff,1,"[17.709, 6.31, 2003, 17000000, 55534455]","[32.407, 6.534, 2004, 19000000, 70067909]","[14.594, 6.5, 2004, 15000000, 14867514]"
Wimie Wilhelm,1,"[7.794, 7.028, 1995, 900000, 0]","[22.31, 5.23, 2005, 22000000, 22400154]","[5.137, 6.414, 2009, 0, 0]"
Eva Amurri Martino,1,"[12.705, 6.424, 2004, 5000000, 10100000]","[9.409, 6.055, 2007, 8000000, 0]","[94.632, 5.777, 2012, 70000000, 58058367]"
Charlie Murphy,1,"[83.67, 6.97, 2017, 35000000, 145374099]","[380.604, 8.545, 0, 0, 0]","[144.478, 8.31, 0, 0, 0]"
David Caruso,2,"[63.685, 7.481, 1982, 15000000, 125212904]","[15.192, 6.156, 2001, 1500000, 1612259]","[505.806, 7.747, 0, 24000000, 99965753]"
John Amos,2,"[37.361, 6.865, 1988, 30000000, 288752301]","[36.289, 6.799, 1989, 24000000, 22099847]","[33.292, 6.928, 1990, 70000000, 240031094]"
Italia Ricci,1,"[51.734, 5.647, 2008, 10000000, 18610260]","[52.511, 5.997, 2013, 3000000, 0]","[79.204, 7.172, 0, 0, 0]"
Cynthia Nixon,1,"[38.437, 6.564, 2008, 65000000, 418765519]","[21.702, 6.099, 2010, 100000000, 290745055]","[170.869, 7.428, 0, 19000000, 381109762]"
Jay Mohr,2,"[26.453, 6.9, 1996, 50000000, 273552592]","[25.145, 6.529, 1998, 40000000, 54682547]","[20.246, 7.314, 2000, 40000000, 55707411]"
Anthony Daniels,2,"[117.613, 8.204, 1977, 11000000, 775398007]","[42.015, 8.391, 1980, 18000000, 538400000]","[43.505, 7.892, 1983, 32350000, 572700000]"
