name,oscar_total,gg_total,cc_total,awards_total
Eric Winter,0.0,0.0,0.0,0.0
Annabelle Wallis,0.0,0.0,0.0,0.0
George O. Gore II,0.0,0.0,0.0,0.0
James Remar,0.0,0.0,0.0,0.0
Julie Bowen,0.0,0.0,0.0,0.0
Giovanni Ribisi,0.0,0.0,0.0,0.0
Rip Torn,1.0,0.0,0.0,1.0
Ming-Na Wen,0.0,0.0,0.0,0.0
Eric Bana,0.0,0.0,0.0,0.0
Esai Morales,0.0,0.0,0.0,0.0
Miranda Otto,0.0,0.0,0.0,0.0
Diego Klattenhoff,0.0,0.0,0.0,0.0
Frances Fisher,0.0,0.0,0.0,0.0
Dan Aykroyd,1.0,0.0,0.0,1.0
Kiele Sanchez,0.0,0.0,0.0,0.0
Tatiana Maslany,0.0,0.0,0.0,0.0
Garrett Hedlund,0.0,0.0,0.0,0.0
Adrianne Palicki,0.0,0.0,0.0,0.0
Billy Bob Thornton,2.0,7.0,1.0,10.0
Torrey DeVitto,0.0,0.0,0.0,0.0
Kristen Bell,0.0,0.0,0.0,0.0
Anna Popplewell,0.0,0.0,0.0,0.0
Bryan Cranston,1.0,2.0,2.0,5.0
Miles Teller,0.0,0.0,0.0,0.0
Alona Tal,0.0,0.0,0.0,0.0
Julie Benz,0.0,0.0,0.0,0.0
Tim Daly,0.0,0.0,0.0,0.0
Carmen Ejogo,0.0,0.0,0.0,0.0
Lucy Liu,0.0,0.0,0.0,0.0
Jeffrey Wright,0.0,2.0,2.0,4.0
Mickey Rourke,1.0,2.0,2.0,5.0
Norman Reedus,0.0,0.0,0.0,0.0
Paget Brewster,0.0,0.0,0.0,0.0
Nick Nolte,3.0,6.0,1.0,10.0
Julia Stiles,0.0,0.0,0.0,0.0
David Bowie,0.0,0.0,0.0,0.0
Ashley Judd,0.0,2.0,0.0,2.0
Dana Delany,0.0,0.0,0.0,0.0
Milo Ventimiglia,0.0,0.0,0.0,0.0
Larry the Cable Guy,0.0,0.0,0.0,0.0
Brendan Fraser,3.0,2.0,2.0,7.0
Evan Peters,0.0,0.0,0.0,0.0
Cara Delevingne,0.0,0.0,0.0,0.0
Alexis Bledel,0.0,0.0,0.0,0.0
James Marsden,0.0,0.0,0.0,0.0
Catherine Deneuve,1.0,0.0,0.0,1.0
Michael Shannon,2.0,1.0,2.0,5.0
Clémence Poésy,0.0,0.0,0.0,0.0
Jason Alexander,0.0,0.0,0.0,0.0
Frankie Faison,0.0,0.0,0.0,0.0
Nicholas Hoult,0.0,0.0,0.0,0.0
Kate Walsh,0.0,0.0,0.0,0.0
Jennifer Coolidge,0.0,0.0,0.0,0.0
Kelly Hu,0.0,0.0,0.0,0.0
Karl Urban,0.0,0.0,0.0,0.0
Shohreh Aghdashloo,1.0,0.0,0.0,1.0
Jillian Murray,0.0,0.0,0.0,0.0
Vinnie Jones,0.0,0.0,0.0,0.0
Whoopi Goldberg,4.0,5.0,0.0,9.0
Steven Spielberg,0.0,0.0,0.0,0.0
Scott Eastwood,0.0,0.0,0.0,0.0
Lisa Kudrow,0.0,0.0,0.0,0.0
Brian Dennehy,0.0,0.0,0.0,0.0
Michael Jeter,0.0,0.0,0.0,0.0
Sam Riley,0.0,0.0,0.0,0.0
Nicholas Farrell,0.0,0.0,0.0,0.0
Patrick Dempsey,0.0,0.0,0.0,0.0
Holland Taylor,0.0,0.0,0.0,0.0
Mélanie Laurent,0.0,0.0,0.0,0.0
Mark Cuban,0.0,0.0,0.0,0.0
Robin Givens,0.0,0.0,0.0,0.0
Elaine Hendrix,0.0,0.0,0.0,0.0
Annie Wersching,0.0,0.0,0.0,0.0
Cameron Diaz,0.0,5.0,1.0,6.0
Marin Hinkle,0.0,0.0,0.0,0.0
Eve Hewson,0.0,0.0,0.0,0.0
Kate Bosworth,0.0,0.0,0.0,0.0
Ray Stevenson,0.0,0.0,0.0,0.0
Jacqueline Obradors,0.0,0.0,0.0,0.0
Elisabeth Shue,1.0,2.0,0.0,3.0
Natascha McElhone,0.0,0.0,0.0,0.0
Casey Affleck,4.0,3.0,3.0,10.0
Ben Whishaw,0.0,0.0,0.0,0.0
Brian Cox,0.0,0.0,0.0,0.0
Catherine Zeta-Jones,3.0,3.0,1.0,7.0
Lucy Punch,0.0,0.0,0.0,0.0
Jenny Agutter,0.0,0.0,0.0,0.0
Glenne Headly,0.0,0.0,0.0,0.0
Blair Underwood,0.0,0.0,0.0,0.0
Wesley Snipes,0.0,0.0,0.0,0.0
Jesse Eisenberg,1.0,2.0,2.0,5.0
Frank Whaley,0.0,0.0,0.0,0.0
Kurt Russell,0.0,1.0,0.0,1.0
Taissa Farmiga,0.0,0.0,0.0,0.0
Melissa Peterman,0.0,0.0,0.0,0.0
Amy Acker,0.0,0.0,0.0,0.0
Jon Cryer,0.0,0.0,0.0,0.0
Sean Young,0.0,0.0,0.0,0.0
Don Cheadle,1.0,2.0,2.0,5.0
Nathan Fillion,0.0,0.0,0.0,0.0
Andrea Savage,0.0,0.0,0.0,0.0
Dylan Minnette,0.0,0.0,0.0,0.0
Dominic Purcell,0.0,0.0,0.0,0.0
Chad Stahelski,0.0,0.0,0.0,0.0
Sandra Oh,0.0,0.0,0.0,0.0
Sunny Sandler,0.0,0.0,0.0,0.0
India Eisley,0.0,0.0,0.0,0.0
Thora Birch,0.0,2.0,0.0,2.0
Andy García,1.0,1.0,0.0,2.0
Eion Bailey,0.0,0.0,0.0,0.0
Steve Guttenberg,0.0,0.0,0.0,0.0
Alanna Ubach,0.0,0.0,0.0,0.0
Gates McFadden,0.0,0.0,0.0,0.0
Matt Dillon,1.0,1.0,1.0,3.0
Tyler Hoechlin,0.0,0.0,0.0,0.0
Chad Michael Murray,0.0,0.0,0.0,0.0
Michael McKean,0.0,0.0,0.0,0.0
Olivia Thirlby,0.0,0.0,0.0,0.0
Steve Buscemi,0.0,1.0,0.0,1.0
Daisuke Ono,0.0,0.0,0.0,0.0
Barry Bostwick,0.0,0.0,0.0,0.0
Merritt Patterson,0.0,0.0,0.0,0.0
Drew Carey,0.0,0.0,0.0,0.0
Kelsey Grammer,0.0,0.0,0.0,0.0
Matt Smith,0.0,0.0,0.0,0.0
Eddie Murphy,1.0,9.0,3.0,13.0
Kristen Johnston,0.0,0.0,0.0,0.0
James Hong,0.0,0.0,0.0,0.0
Costas Mandylor,0.0,0.0,0.0,0.0
Benjamin Bratt,0.0,0.0,0.0,0.0
Arielle Kebbel,0.0,0.0,0.0,0.0
Jessica Chastain,5.0,10.0,8.0,23.0
David Schwimmer,0.0,0.0,0.0,0.0
Ted Danson,0.0,0.0,0.0,0.0
Aimee Garcia,0.0,0.0,0.0,0.0
Ashley Greene,0.0,0.0,0.0,0.0
Freddie Prinze Jr.,0.0,0.0,0.0,0.0
Reba McEntire,0.0,0.0,0.0,0.0
Paz Vega,0.0,0.0,0.0,0.0
Melanie Griffith,1.0,5.0,0.0,6.0
Peyton List,0.0,0.0,0.0,0.0
Carmen Electra,0.0,0.0,0.0,0.0
Roger Allam,0.0,0.0,0.0,0.0
Ciarán Hinds,1.0,1.0,1.0,3.0
Lucy Lawless,0.0,0.0,0.0,0.0
Omar Sy,0.0,0.0,0.0,0.0
Shia LaBeouf,0.0,0.0,0.0,0.0
Sam Claflin,0.0,0.0,0.0,0.0
Rose McIver,0.0,0.0,0.0,0.0
Isabella Rossellini,0.0,0.0,0.0,0.0
Jon Huertas,0.0,0.0,0.0,0.0
Dina Meyer,0.0,0.0,0.0,0.0
Matthew Modine,0.0,0.0,0.0,0.0
Kathleen Turner,1.0,8.0,0.0,9.0
Emmy Rossum,0.0,2.0,0.0,2.0
Tyler Perry,0.0,0.0,0.0,0.0
Charlie Sheen,0.0,0.0,0.0,0.0
Donald Sutherland,0.0,5.0,0.0,5.0
Charles Shaughnessy,0.0,0.0,0.0,0.0
Elijah Wood,0.0,0.0,0.0,0.0
Nathan Lane,0.0,4.0,0.0,4.0
Eddie Redmayne,4.0,5.0,4.0,13.0
David Krumholtz,0.0,0.0,0.0,0.0
Neil Patrick Harris,0.0,1.0,0.0,1.0
Michelle Monaghan,0.0,0.0,0.0,0.0
Brendan Gleeson,1.0,5.0,1.0,7.0
Tony Dalton,0.0,0.0,0.0,0.0
Quentin Tarantino,0.0,0.0,0.0,0.0
Anthony LaPaglia,0.0,0.0,0.0,0.0
Bill Murray,1.0,10.0,3.0,14.0
Noomi Rapace,0.0,0.0,2.0,2.0
Lesley Nicol,0.0,0.0,0.0,0.0
Jim Caviezel,0.0,0.0,0.0,0.0
Katie Holmes,0.0,0.0,0.0,0.0
Kevin Durand,0.0,0.0,0.0,0.0
Rutger Hauer,0.0,0.0,0.0,0.0
Robin Wright,0.0,1.0,0.0,1.0
Nikolaj Coster-Waldau,0.0,0.0,0.0,0.0
Kristin Chenoweth,0.0,0.0,0.0,0.0
Yennis Cheung,0.0,0.0,0.0,0.0
Mark Brandon,0.0,0.0,0.0,0.0
Josh Gad,0.0,0.0,0.0,0.0
Kevin James,0.0,0.0,0.0,0.0
Martin Henderson,0.0,0.0,0.0,0.0
Keith David,0.0,0.0,0.0,0.0
Rachael Taylor,0.0,0.0,0.0,0.0
Keke Palmer,0.0,0.0,0.0,0.0
Frank Lammers,0.0,0.0,0.0,0.0
Hayden Panettiere,0.0,0.0,0.0,0.0
Mark Boone Junior,0.0,0.0,0.0,0.0
Judy Greer,0.0,0.0,0.0,0.0
Danny Glover,0.0,0.0,0.0,0.0
Tony Goldwyn,0.0,0.0,0.0,0.0
Michael Jai White,0.0,0.0,0.0,0.0
David Hyde Pierce,0.0,0.0,0.0,0.0
Robin Atkin Downes,0.0,0.0,0.0,0.0
Jake Johnson,0.0,0.0,0.0,0.0
Bob Odenkirk,0.0,0.0,0.0,0.0
Boyd Holbrook,0.0,0.0,0.0,0.0
Alan Tudyk,0.0,0.0,0.0,0.0
Danielle Savre,0.0,0.0,0.0,0.0
Jamie Lee Curtis,3.0,7.0,1.0,11.0
Aaron Paul,0.0,0.0,0.0,0.0
Shawn Levy,0.0,0.0,0.0,0.0
Diane Venora,0.0,1.0,0.0,1.0
Emily Wickersham,0.0,0.0,0.0,0.0
Rene Russo,0.0,0.0,0.0,0.0
Serinda Swan,0.0,0.0,0.0,0.0
Masi Oka,0.0,0.0,0.0,0.0
Shad Moss,0.0,0.0,0.0,0.0
Mira Sorvino,3.0,1.0,1.0,5.0
Taylor Kinney,0.0,0.0,0.0,0.0
Mädchen Amick,0.0,0.0,0.0,0.0
Audrey Tautou,0.0,0.0,0.0,0.0
Chuck Norris,0.0,0.0,0.0,0.0
Felicity Jones,1.0,2.0,2.0,5.0
Lee Eun-mi,0.0,0.0,0.0,0.0
Ezra Miller,0.0,0.0,0.0,0.0
Rex Linn,0.0,0.0,0.0,0.0
Seth Green,0.0,0.0,0.0,0.0
Li Bingbing,0.0,0.0,0.0,0.0
Tobias Menzies,0.0,0.0,0.0,0.0
Chris Chalk,0.0,0.0,0.0,0.0
Jim Cummings,0.0,0.0,0.0,0.0
Nina Hoss,0.0,0.0,0.0,0.0
Edward Norton,3.0,2.0,1.0,6.0
Jackie Sandler,0.0,0.0,0.0,0.0
Kiefer Sutherland,0.0,0.0,0.0,0.0
Tim Roth,1.0,1.0,0.0,2.0
Dylan Walsh,0.0,0.0,0.0,0.0
Joaquin Phoenix,6.0,13.0,7.0,26.0
Gemma Chan,0.0,0.0,0.0,0.0
Grey DeLisle,0.0,0.0,0.0,0.0
Christian Slater,0.0,0.0,0.0,0.0
Rosanna Arquette,0.0,2.0,0.0,2.0
Betty White,0.0,0.0,0.0,0.0
Nick Kroll,0.0,0.0,0.0,0.0
Will Patton,0.0,0.0,0.0,0.0
Jena Malone,0.0,0.0,0.0,0.0
Tom Blyth,0.0,0.0,0.0,0.0
Al Pacino,11.0,27.0,1.0,39.0
Ewan McGregor,0.0,4.0,0.0,4.0
James Franco,1.0,6.0,5.0,12.0
Teri Hatcher,0.0,0.0,0.0,0.0
Talulah Riley,0.0,0.0,0.0,0.0
Ed Harris,4.0,4.0,0.0,8.0
Gong Yoo,0.0,0.0,0.0,0.0
Natalie Zea,0.0,0.0,0.0,0.0
Emile Hirsch,0.0,0.0,2.0,2.0
Adam Scott,0.0,0.0,0.0,0.0
Max Martini,0.0,0.0,0.0,0.0
Dylan Kingwell,0.0,0.0,0.0,0.0
Noah Wyle,0.0,0.0,0.0,0.0
Carrie-Anne Moss,0.0,0.0,0.0,0.0
Margo Martindale,0.0,0.0,0.0,0.0
John Lithgow,2.0,0.0,0.0,2.0
Jeremy Davies,0.0,0.0,0.0,0.0
Peter MacNicol,0.0,0.0,0.0,0.0
Stephen King,0.0,0.0,0.0,0.0
Catherine O'Hara,0.0,0.0,1.0,1.0
Emily Deschanel,0.0,0.0,0.0,0.0
Rebecca Romijn,0.0,0.0,0.0,0.0
Lindsay Lohan,0.0,0.0,0.0,0.0
Chris Parnell,0.0,0.0,0.0,0.0
Olivia Wilde,0.0,0.0,0.0,0.0
Lee Pace,0.0,0.0,0.0,0.0
Andrew Stevens,0.0,0.0,0.0,0.0
Josh Duhamel,0.0,0.0,0.0,0.0
Andrew W. Walker,0.0,0.0,0.0,0.0
Ethan Cutkosky,0.0,0.0,0.0,0.0
Chandra Wilson,0.0,0.0,0.0,0.0
Gary Lewis,0.0,0.0,0.0,0.0
Bryan Brown,0.0,0.0,0.0,0.0
Eva Birthistle,0.0,0.0,0.0,0.0
Geena Davis,4.0,6.0,0.0,10.0
Hiam Abbass,0.0,0.0,0.0,0.0
Kevin Smith,0.0,0.0,0.0,0.0
Wentworth Miller,0.0,0.0,0.0,0.0
Ben Stiller,0.0,0.0,0.0,0.0
Minnie Driver,1.0,0.0,0.0,1.0
Marton Csokas,0.0,0.0,0.0,0.0
Jurnee Smollett,0.0,0.0,0.0,0.0
Stephen Chow,0.0,0.0,0.0,0.0
Pam Grier,0.0,2.0,0.0,2.0
Emmanuelle Chriqui,0.0,0.0,0.0,0.0
Christopher McDonald,0.0,0.0,0.0,0.0
Dylan McDermott,0.0,0.0,0.0,0.0
Malin Åkerman,0.0,0.0,0.0,0.0
Patrick Warburton,0.0,0.0,0.0,0.0
Evanna Lynch,0.0,0.0,0.0,0.0
Olga Kurylenko,0.0,0.0,0.0,0.0
BD Wong,0.0,0.0,0.0,0.0
Nastassja Kinski,0.0,2.0,0.0,2.0
Bill Paxton,0.0,0.0,0.0,0.0
Rooney Mara,2.0,4.0,1.0,7.0
Mark Harmon,0.0,0.0,0.0,0.0
David Keith,0.0,1.0,0.0,1.0
David Conrad,0.0,0.0,0.0,0.0
Susan Hogan,0.0,0.0,0.0,0.0
Justin Miles,0.0,0.0,0.0,0.0
Chris Sarandon,1.0,0.0,0.0,1.0
Julie Gonzalo,0.0,0.0,0.0,0.0
Carrie Fisher,0.0,0.0,0.0,0.0
Marley Shelton,0.0,0.0,0.0,0.0
Laura Harring,0.0,0.0,0.0,0.0
Edward Burns,0.0,0.0,0.0,0.0
Rowan Atkinson,0.0,0.0,0.0,0.0
Kate Micucci,0.0,0.0,0.0,0.0
Ray Wise,0.0,0.0,0.0,0.0
Andy Serkis,0.0,0.0,1.0,1.0
Jemaine Clement,0.0,0.0,0.0,0.0
Judi Dench,10.0,16.0,7.0,33.0
Louise Lombard,0.0,0.0,0.0,0.0
Yvonne Strahovski,0.0,0.0,0.0,0.0
Sherri Shepherd,0.0,0.0,0.0,0.0
Terry Serpico,0.0,0.0,0.0,0.0
Jon Voight,6.0,12.0,1.0,19.0
Mr. T,0.0,0.0,0.0,0.0
Juliet Aubrey,0.0,0.0,0.0,0.0
Kirsten Dunst,1.0,2.0,1.0,4.0
Beverly D'Angelo,0.0,1.0,0.0,1.0
Julianne Hough,0.0,0.0,0.0,0.0
Bill Camp,0.0,0.0,0.0,0.0
Gary Cole,0.0,0.0,0.0,0.0
Paul Newman,11.0,16.0,1.0,28.0
Wes Bentley,0.0,0.0,0.0,0.0
Kristy Swanson,0.0,0.0,0.0,0.0
Alexandra Paul,0.0,0.0,0.0,0.0
Jennifer Esposito,0.0,0.0,0.0,0.0
Élodie Yung,0.0,0.0,0.0,0.0
Mel Brooks,0.0,4.0,0.0,4.0
Skyler Gisondo,0.0,0.0,0.0,0.0
Jaimie Alexander,0.0,0.0,0.0,0.0
Christopher Lee,0.0,0.0,0.0,0.0
Melissa George,0.0,0.0,0.0,0.0
Ludacris,0.0,0.0,0.0,0.0
Leelee Sobieski,0.0,0.0,0.0,0.0
Amandla Stenberg,0.0,0.0,0.0,0.0
Xander Berkeley,0.0,0.0,0.0,0.0
Mia Kirshner,0.0,0.0,0.0,0.0
Dominique Swain,0.0,0.0,0.0,0.0
John Legend,0.0,0.0,0.0,0.0
Charles Dance,0.0,0.0,0.0,0.0
Busy Philipps,0.0,0.0,0.0,0.0
Amy Schumer,0.0,2.0,0.0,2.0
Mary-Louise Parker,0.0,0.0,0.0,0.0
Craig Bierko,0.0,0.0,0.0,0.0
James Corden,0.0,2.0,0.0,2.0
Matthew Broderick,0.0,2.0,0.0,2.0
Jeanne Tripplehorn,0.0,0.0,0.0,0.0
Stacy Keach,0.0,0.0,0.0,0.0
Gwendoline Christie,0.0,0.0,0.0,0.0
Leighton Meester,0.0,0.0,0.0,0.0
Martin Starr,0.0,0.0,0.0,0.0
Richard Dean Anderson,0.0,0.0,0.0,0.0
Jeff Goldblum,0.0,0.0,0.0,0.0
John Murray,0.0,0.0,0.0,0.0
Hugh Grant,0.0,8.0,0.0,8.0
Lily Collins,0.0,2.0,0.0,2.0
Brooke Shields,0.0,0.0,0.0,0.0
Sarah Baker,0.0,0.0,0.0,0.0
Julian Glover,0.0,0.0,0.0,0.0
Marco Leonardi,0.0,0.0,0.0,0.0
Max von Sydow,2.0,3.0,0.0,5.0
Clifton Powell,0.0,0.0,0.0,0.0
Regina Hall,0.0,0.0,0.0,0.0
Ryan Hurst,0.0,0.0,0.0,0.0
Monique Ganderton,0.0,0.0,0.0,0.0
Morris Chestnut,0.0,0.0,0.0,0.0
Morgan Davies,0.0,0.0,0.0,0.0
Bryce Dallas Howard,0.0,0.0,0.0,0.0
Geraldine Chaplin,0.0,2.0,0.0,2.0
Jaime Pressly,0.0,0.0,0.0,0.0
John Rhys-Davies,0.0,0.0,0.0,0.0
Blake Lively,0.0,0.0,0.0,0.0
Domhnall Gleeson,0.0,0.0,0.0,0.0
John Leguizamo,0.0,1.0,0.0,1.0
Lars Mikkelsen,0.0,0.0,0.0,0.0
Aaron Tveit,0.0,0.0,0.0,0.0
James Caan,1.0,5.0,0.0,6.0
Fred Tatasciore,0.0,0.0,0.0,0.0
Bonnie Wright,0.0,0.0,0.0,0.0
Tobin Bell,0.0,0.0,0.0,0.0
Sam Horrigan,0.0,0.0,0.0,0.0
Dane Cook,0.0,0.0,0.0,0.0
Willa Holland,0.0,0.0,0.0,0.0
Susanna Thompson,0.0,0.0,0.0,0.0
Josh Peck,0.0,0.0,0.0,0.0
Jonathan Banks,0.0,0.0,0.0,0.0
Albert Brooks,1.0,1.0,1.0,3.0
Christophe Lambert,0.0,0.0,0.0,0.0
Chris Browning,0.0,0.0,0.0,0.0
Robert Taylor,0.0,0.0,0.0,0.0
Ralph Macchio,0.0,0.0,0.0,0.0
Mark Feuerstein,0.0,0.0,0.0,0.0
Patrick St. Esprit,0.0,0.0,0.0,0.0
Kim Coates,0.0,0.0,0.0,0.0
Edie Falco,0.0,0.0,0.0,0.0
Bokeem Woodbine,0.0,0.0,0.0,0.0
Rafe Spall,0.0,0.0,0.0,0.0
Kazuki Yao,0.0,0.0,0.0,0.0
Dominic Cooper,0.0,0.0,0.0,0.0
Taye Diggs,0.0,0.0,0.0,0.0
Gugu Mbatha-Raw,0.0,0.0,0.0,0.0
Max Thieriot,0.0,0.0,0.0,0.0
Debi Mazar,0.0,0.0,0.0,0.0
Lynda Carter,0.0,0.0,0.0,0.0
Tracy Middendorf,0.0,0.0,0.0,0.0
Liu Yifei,0.0,0.0,0.0,0.0
Jonathan Bennett,0.0,0.0,0.0,0.0
Ariel Winter,0.0,0.0,0.0,0.0
John Magaro,0.0,0.0,0.0,0.0
Stephen Graham,0.0,0.0,0.0,0.0
Liza Weil,0.0,0.0,0.0,0.0
Daniel Wu,0.0,0.0,0.0,0.0
Paul Johansson,0.0,0.0,0.0,0.0
Katy Perry,0.0,0.0,0.0,0.0
Dee Wallace,0.0,0.0,0.0,0.0
Danny Aiello,1.0,1.0,0.0,2.0
John Hensley,0.0,0.0,0.0,0.0
Michelle Pfeiffer,3.0,14.0,0.0,17.0
Peter Sarsgaard,0.0,1.0,1.0,2.0
Rachel Bilson,0.0,0.0,0.0,0.0
Cooper Barnes,0.0,0.0,0.0,0.0
Louis Garrel,0.0,0.0,0.0,0.0
Moon Bloodgood,0.0,0.0,0.0,0.0
Leslie Bibb,0.0,0.0,0.0,0.0
Tony Todd,0.0,0.0,0.0,0.0
Jet Li,0.0,0.0,0.0,0.0
Embeth Davidtz,0.0,0.0,0.0,0.0
Patrick Bergin,0.0,0.0,0.0,0.0
Tom Skerritt,0.0,0.0,0.0,0.0
Rebecca De Mornay,0.0,0.0,0.0,0.0
Riley Keough,0.0,0.0,0.0,0.0
Claire Forlani,0.0,0.0,0.0,0.0
Johnny Galecki,0.0,0.0,0.0,0.0
Judd Hirsch,2.0,1.0,1.0,4.0
Natasha Henstridge,0.0,0.0,0.0,0.0
Katrina Kaif,0.0,0.0,0.0,0.0
Elle Fanning,0.0,0.0,0.0,0.0
Selena Gomez,0.0,0.0,0.0,0.0
Lauren Ambrose,0.0,0.0,0.0,0.0
Scott Baio,0.0,0.0,0.0,0.0
Kat Dennings,0.0,0.0,0.0,0.0
Richard Chamberlain,0.0,0.0,0.0,0.0
Patrick Garrow,0.0,0.0,0.0,0.0
Harry Shum Jr.,0.0,0.0,0.0,0.0
David Costabile,0.0,0.0,0.0,0.0
Jean Reno,0.0,0.0,0.0,0.0
Eric Mabius,0.0,0.0,0.0,0.0
Cindy Pickett,0.0,0.0,0.0,0.0
Kristin Scott Thomas,1.0,4.0,0.0,5.0
Imogen Poots,0.0,0.0,0.0,0.0
Linda Lavin,0.0,0.0,0.0,0.0
Ty Simpkins,0.0,0.0,0.0,0.0
Niamh Cusack,0.0,0.0,0.0,0.0
Warren Christie,0.0,0.0,0.0,0.0
Christine Taylor,0.0,0.0,0.0,0.0
Shawnee Smith,0.0,0.0,0.0,0.0
Lauren Holly,0.0,0.0,0.0,0.0
Lenny Kravitz,0.0,0.0,0.0,0.0
Ted Levine,0.0,0.0,0.0,0.0
Connie Nielsen,0.0,0.0,0.0,0.0
Angela Kinsey,0.0,0.0,0.0,0.0
Parminder Nagra,0.0,0.0,0.0,0.0
Gregory Smith,0.0,0.0,0.0,0.0
John Ortiz,0.0,0.0,0.0,0.0
Trey Parker,0.0,0.0,0.0,0.0
Jonathan Tucker,0.0,0.0,0.0,0.0
Alfred Molina,0.0,0.0,2.0,2.0
Tony Hale,0.0,0.0,0.0,0.0
Michael Biehn,0.0,0.0,0.0,0.0
Harry Lloyd,0.0,0.0,0.0,0.0
Terry Crews,0.0,0.0,0.0,0.0
Annabella Sciorra,0.0,0.0,0.0,0.0
Taika Waititi,0.0,0.0,0.0,0.0
Nichole Sakura,0.0,0.0,0.0,0.0
Christopher Lloyd,0.0,0.0,0.0,0.0
Rachel Nichols,0.0,0.0,0.0,0.0
LaMonica Garrett,0.0,0.0,0.0,0.0
Colin Firth,4.0,4.0,4.0,12.0
Bonnie Aarons,0.0,0.0,0.0,0.0
Pamela Adlon,0.0,0.0,0.0,0.0
Eric McCormack,0.0,0.0,0.0,0.0
Sean Connery,3.0,2.0,0.0,5.0
Jefferson Hall,0.0,0.0,0.0,0.0
Skyler Samuels,0.0,0.0,0.0,0.0
Alan Alda,1.0,4.0,0.0,5.0
Eartha Kitt,0.0,0.0,0.0,0.0
Jordana Brewster,0.0,0.0,0.0,0.0
Katherine McNamara,0.0,0.0,0.0,0.0
Erica Cerra,0.0,0.0,0.0,0.0
Sienna Guillory,0.0,0.0,0.0,0.0
Dave Franco,0.0,0.0,0.0,0.0
Stephen Lang,0.0,0.0,0.0,0.0
Jeremy Renner,2.0,1.0,3.0,6.0
Saoirse Ronan,4.0,7.0,8.0,19.0
Jake Busey,0.0,0.0,0.0,0.0
Karen Robinson,0.0,0.0,0.0,0.0
Claire Danes,0.0,0.0,0.0,0.0
Shawn Ashmore,0.0,0.0,0.0,0.0
Peter Mullan,0.0,0.0,0.0,0.0
Amanda Schull,0.0,0.0,0.0,0.0
Tina Fey,0.0,0.0,0.0,0.0
Sarah Wright,0.0,0.0,0.0,0.0
Zach Gilford,0.0,0.0,0.0,0.0
Melina Kanakaredes,0.0,0.0,0.0,0.0
Richard Ayoade,0.0,0.0,0.0,0.0
Jennifer Grey,0.0,2.0,0.0,2.0
Jessica Biel,0.0,0.0,0.0,0.0
Joan Plowright,1.0,1.0,0.0,2.0
Kajol,0.0,0.0,0.0,0.0
Rob Zombie,0.0,0.0,0.0,0.0
John Hannah,0.0,0.0,0.0,0.0
Joanne Whalley,0.0,0.0,0.0,0.0
Randall Park,0.0,0.0,0.0,0.0
Donnie Yen,0.0,0.0,0.0,0.0
Vincent D'Onofrio,0.0,0.0,0.0,0.0
Stuart Pankin,0.0,0.0,0.0,0.0
Marilu Henner,0.0,0.0,0.0,0.0
James Purefoy,0.0,0.0,0.0,0.0
Natalia Tena,0.0,0.0,0.0,0.0
Russell Brand,0.0,0.0,0.0,0.0
James McAvoy,0.0,2.0,0.0,2.0
Bridget Regan,0.0,0.0,0.0,0.0
Aamir Khan,0.0,0.0,0.0,0.0
Sarah Bolger,0.0,0.0,0.0,0.0
Corey Stoll,0.0,0.0,0.0,0.0
Hugh Bonneville,0.0,0.0,0.0,0.0
Paul Kaye,0.0,0.0,0.0,0.0
Christian Kane,0.0,0.0,0.0,0.0
Samantha Morton,2.0,1.0,3.0,6.0
Daran Norris,0.0,0.0,0.0,0.0
Jonathan Groff,0.0,0.0,0.0,0.0
Ving Rhames,0.0,0.0,0.0,0.0
Dev Patel,1.0,3.0,1.0,5.0
Sebastian Stan,0.0,0.0,0.0,0.0
Emilie de Ravin,0.0,0.0,0.0,0.0
Snoop Dogg,0.0,0.0,0.0,0.0
Tia Carrere,0.0,0.0,0.0,0.0
Michael Greyeyes,0.0,0.0,0.0,0.0
Hero Fiennes Tiffin,0.0,0.0,0.0,0.0
Bill Nighy,1.0,2.0,2.0,5.0
Peter Falk,2.0,0.0,0.0,2.0
Natalie Morales,0.0,0.0,0.0,0.0
Ally Sheedy,0.0,0.0,0.0,0.0
Stephen McHattie,0.0,0.0,0.0,0.0
Kevin Michael Richardson,0.0,0.0,0.0,0.0
Adam West,0.0,0.0,0.0,0.0
Gwyneth Paltrow,3.0,4.0,0.0,7.0
Úrsula Corberó,0.0,0.0,0.0,0.0
Kathleen Munroe,0.0,0.0,0.0,0.0
Jacki Weaver,2.0,1.0,1.0,4.0
Heath Ledger,4.0,2.0,2.0,8.0
Amy Landecker,0.0,0.0,0.0,0.0
Hugh Dancy,0.0,0.0,0.0,0.0
Hunter King,0.0,0.0,0.0,0.0
Peter Krause,0.0,0.0,0.0,0.0
Mathew St. Patrick,0.0,0.0,0.0,0.0
Lance Barber,0.0,0.0,0.0,0.0
Takaya Hashi,0.0,0.0,0.0,0.0
Eric Stoltz,0.0,1.0,0.0,1.0
Cliff Robertson,3.0,2.0,0.0,5.0
Terrence Howard,1.0,2.0,3.0,6.0
Kathy Bates,6.0,7.0,1.0,14.0
Yuri Lowenthal,0.0,0.0,0.0,0.0
Olivia Colman,5.0,7.0,5.0,17.0
Richard Riehle,0.0,0.0,0.0,0.0
Sean Patrick Thomas,0.0,0.0,0.0,0.0
